Name,Garment_Name,Experience_Years,Job_Role,Working_Hours_Per_Week,Exposure_To_Chemicals,Machine_Use,Workstation_Ergonomics,Injury_History,Health_Condition,Safety_Training,Shift_Type,Task_Rotation_Frequency,Job_Risk
Taslima Akter,Pallmall Group,14,Sewing,33,Low,Heavy,Good,0,Serious_Chronic,Advanced,Day,Frequent,High
Rasel Hossain,Pallmall Group,20,Packaging,51,High,Heavy,Good,0,Minor_Chronic,Basic,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,9,Cutting,33,Medium,Light,Average,1,Healthy,Basic,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,22,Supervisor,54,Low,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,38,Sewing,45,High,Light,Average,0,Healthy,Basic,Evening,Frequent,Low
Abdul Latif,Pallmall Group,4,Packaging,51,Low,Light,Poor,2,Healthy,Basic,Night,Occasional,Medium
Rahim Ahmed,Pallmall Group,0,Packaging,64,Medium,Light,Poor,2,Healthy,None,Day,Occasional,High
Rasel Hossain,Pallmall Group,12,Packaging,51,None,Heavy,Average,1,Healthy,None,Evening,Occasional,Medium
Fariha Khan,Pallmall Group,20,Cutting,65,None,None,Poor,2,Healthy,Basic,Day,Occasional,High
Shamina Begum,Pallmall Group,25,Ironing,61,None,None,Average,0,Serious_Chronic,Advanced,Night,Occasional,Medium
Rahim Ahmed,Pallmall Group,20,Packaging,67,Low,Light,Average,0,Serious_Chronic,Basic,Day,Frequent,Medium
Abdul Latif,Pallmall Group,17,Sewing,42,Low,None,Average,1,Healthy,Basic,Night,Occasional,Medium
Shahidul Islam,Pallmall Group,36,Sewing,38,None,Light,Poor,0,Healthy,Basic,Night,Occasional,Low
Mariam Noor,Pallmall Group,31,Ironing,49,None,None,Average,0,Healthy,Advanced,Evening,Frequent,Low
Rasel Hossain,Pallmall Group,35,Ironing,51,Medium,None,Average,0,Healthy,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,16,Sewing,28,Low,None,Average,0,Healthy,None,Evening,Rare,Low
Shamina Begum,Pallmall Group,34,Sewing,45,None,Heavy,Average,0,Serious_Chronic,Advanced,Day,Rare,Medium
Shamina Begum,Pallmall Group,10,Sewing,39,Low,Heavy,Good,0,Minor_Chronic,Basic,Day,Frequent,Medium
Fariha Khan,Pallmall Group,20,Packaging,55,Medium,None,Poor,1,Healthy,Basic,Day,Occasional,Medium
Nazia Sultana,Pallmall Group,25,Dyeing,67,High,Heavy,Good,1,Minor_Chronic,Basic,Evening,Occasional,High
Rasel Hossain,Pallmall Group,3,Packaging,34,None,Light,Average,1,Healthy,Basic,Night,Rare,Low
Mushfiqur Rahman,Pallmall Group,33,Supervisor,50,None,Light,Average,1,Healthy,Advanced,Night,Occasional,Low
Shamina Begum,Pallmall Group,17,Ironing,48,None,Light,Average,0,Healthy,None,Evening,Occasional,Low
Abdul Latif,Pallmall Group,39,Sewing,61,None,None,Average,0,Healthy,Basic,Evening,Occasional,Low
Nazia Sultana,Pallmall Group,34,Sewing,38,Medium,Heavy,Average,0,Minor_Chronic,Basic,Night,Rare,Medium
Fariha Khan,Pallmall Group,40,Sewing,49,None,None,Average,1,Minor_Chronic,Basic,Night,Rare,Low
Shamina Begum,Pallmall Group,28,Machine_Maintenance,62,High,Heavy,Average,1,Healthy,None,Day,Frequent,High
Abdul Latif,Pallmall Group,28,Ironing,56,None,None,Good,1,Minor_Chronic,None,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,37,Sewing,55,High,Light,Poor,0,Serious_Chronic,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,20,Cutting,45,None,Heavy,Poor,0,Healthy,Basic,Evening,Occasional,Medium
Rahim Ahmed,Pallmall Group,12,Dyeing,41,Medium,None,Poor,1,Healthy,Advanced,Evening,Occasional,High
Taslima Akter,Pallmall Group,40,Dyeing,45,High,Light,Poor,0,Minor_Chronic,Basic,Night,Frequent,High
Mariam Noor,Pallmall Group,16,Sewing,55,High,Light,Average,0,Serious_Chronic,Basic,Night,Occasional,Medium
Shahidul Islam,Pallmall Group,8,Supervisor,51,None,Light,Average,0,Healthy,Basic,Day,Frequent,Low
Shamina Begum,Pallmall Group,40,Ironing,35,None,Light,Poor,1,Healthy,Advanced,Day,Rare,Medium
Abdul Latif,Pallmall Group,0,Sewing,35,Low,None,Poor,1,Healthy,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,1,Machine_Maintenance,31,None,Light,Average,1,Minor_Chronic,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,28,Sewing,54,None,Light,Average,0,Serious_Chronic,Basic,Day,Occasional,Low
Abdul Latif,Pallmall Group,32,Machine_Maintenance,63,None,Light,Good,1,Healthy,Basic,Night,Occasional,Medium
Shahidul Islam,Pallmall Group,9,Supervisor,32,Low,Light,Good,0,Healthy,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,39,Packaging,60,Low,Light,Good,1,Minor_Chronic,None,Evening,Occasional,Medium
Rahim Ahmed,Pallmall Group,20,Packaging,61,None,Light,Average,0,Healthy,None,Day,Occasional,Low
Rasel Hossain,Pallmall Group,27,Cutting,57,None,Light,Average,0,Minor_Chronic,Advanced,Day,Rare,Low
Abdul Latif,Pallmall Group,10,Machine_Maintenance,35,None,Light,Poor,0,Healthy,None,Night,Occasional,Medium
Shahidul Islam,Pallmall Group,33,Ironing,66,Low,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Abdul Latif,Pallmall Group,7,Packaging,53,None,Light,Poor,0,Healthy,Basic,Day,Frequent,Medium
Shamina Begum,Pallmall Group,21,Machine_Maintenance,64,None,None,Good,0,Healthy,Basic,Night,Rare,High
Mariam Noor,Pallmall Group,7,Supervisor,61,Medium,Light,Average,1,Serious_Chronic,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,14,Packaging,34,High,Light,Average,1,Serious_Chronic,None,Evening,Occasional,High
Rahim Ahmed,Pallmall Group,16,Cutting,67,High,Light,Poor,3,Minor_Chronic,None,Day,Rare,High
Shamina Begum,Pallmall Group,22,Supervisor,55,Medium,Light,Average,0,Healthy,Basic,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,23,Dyeing,66,None,Light,Average,1,Healthy,Basic,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,18,Machine_Maintenance,66,Low,Light,Average,0,Healthy,Advanced,Evening,Rare,Medium
Shamina Begum,Pallmall Group,4,Packaging,55,None,Light,Average,0,Minor_Chronic,None,Evening,Rare,Low
Mushfiqur Rahman,Pallmall Group,31,Cutting,41,Low,Light,Poor,0,Healthy,Advanced,Day,Occasional,Low
Mariam Noor,Pallmall Group,0,Cutting,65,None,Heavy,Average,0,Serious_Chronic,Advanced,Night,Rare,High
Rahim Ahmed,Pallmall Group,22,Ironing,31,Low,Light,Average,2,Serious_Chronic,None,Day,Frequent,High
Fariha Khan,Pallmall Group,36,Packaging,45,Low,Heavy,Good,0,Healthy,Advanced,Night,Occasional,Medium
Mariam Noor,Pallmall Group,7,Cutting,52,None,Heavy,Average,1,Minor_Chronic,Basic,Day,Occasional,Medium
Rasel Hossain,Pallmall Group,12,Dyeing,34,Medium,Light,Average,0,Serious_Chronic,Basic,Evening,Rare,High
Abdul Latif,Pallmall Group,7,Cutting,65,None,None,Good,0,Minor_Chronic,Basic,Evening,Rare,Low
Shahidul Islam,Pallmall Group,22,Packaging,55,None,Light,Average,0,Healthy,Basic,Day,Rare,Low
Rahim Ahmed,Pallmall Group,0,Ironing,32,None,Light,Average,0,Minor_Chronic,Basic,Day,Occasional,Low
Rasel Hossain,Pallmall Group,23,Sewing,30,None,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,34,Sewing,58,None,Heavy,Good,0,Healthy,Basic,Night,Rare,High
Abdul Latif,Pallmall Group,23,Sewing,47,Medium,Heavy,Average,2,Healthy,Basic,Night,Frequent,High
Rahim Ahmed,Pallmall Group,16,Ironing,46,None,Light,Average,3,Healthy,Basic,Day,Occasional,Low
Abdul Latif,Pallmall Group,4,Sewing,38,None,Light,Average,1,Minor_Chronic,Advanced,Day,Rare,Low
Rasel Hossain,Pallmall Group,19,Sewing,67,None,Light,Poor,1,Healthy,Advanced,Evening,Rare,High
Mushfiqur Rahman,Pallmall Group,20,Machine_Maintenance,30,Low,Heavy,Good,0,Healthy,Advanced,Day,Rare,Medium
Shamina Begum,Pallmall Group,39,Machine_Maintenance,50,Medium,Heavy,Average,0,Healthy,Advanced,Night,Rare,High
Shamina Begum,Pallmall Group,30,Ironing,34,Low,Heavy,Average,2,Serious_Chronic,Basic,Day,Occasional,High
Shamina Begum,Pallmall Group,35,Supervisor,50,Low,None,Average,0,Minor_Chronic,Basic,Day,Frequent,Low
Fariha Khan,Pallmall Group,10,Sewing,34,Medium,Light,Poor,1,Healthy,Basic,Evening,Frequent,Medium
Rahim Ahmed,Pallmall Group,14,Dyeing,61,Medium,Light,Good,1,Serious_Chronic,Advanced,Day,Frequent,High
Mushfiqur Rahman,Pallmall Group,18,Dyeing,46,Low,None,Good,0,Healthy,None,Evening,Rare,Medium
Fariha Khan,Pallmall Group,6,Ironing,36,None,Heavy,Average,1,Healthy,Basic,Day,Rare,Medium
Taslima Akter,Pallmall Group,27,Cutting,45,Low,Heavy,Good,0,Healthy,Basic,Day,Frequent,Low
Nazia Sultana,Pallmall Group,4,Ironing,68,Low,Light,Poor,0,Minor_Chronic,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,4,Cutting,52,Low,None,Good,0,Minor_Chronic,Basic,Day,Rare,Low
Abdul Latif,Pallmall Group,29,Packaging,41,Medium,Light,Average,1,Healthy,Basic,Day,Rare,Low
Rasel Hossain,Pallmall Group,31,Sewing,52,Low,Heavy,Average,0,Healthy,None,Night,Occasional,High
Nazia Sultana,Pallmall Group,7,Sewing,46,Medium,Light,Poor,0,Healthy,Basic,Night,Occasional,Medium
Mariam Noor,Pallmall Group,9,Sewing,66,None,None,Average,0,Healthy,Advanced,Night,Frequent,Low
Abdul Latif,Pallmall Group,37,Sewing,42,None,None,Poor,1,Healthy,Advanced,Night,Rare,Medium
Nazia Sultana,Pallmall Group,31,Ironing,43,None,Light,Good,1,Healthy,None,Day,Rare,Low
Abdul Latif,Pallmall Group,27,Sewing,54,Medium,Heavy,Good,0,Healthy,Advanced,Day,Occasional,Medium
Nazia Sultana,Pallmall Group,16,Packaging,67,Medium,Light,Poor,3,Healthy,Advanced,Day,Rare,High
Shamina Begum,Pallmall Group,30,Sewing,37,Low,Light,Poor,0,Healthy,None,Night,Occasional,Medium
Mariam Noor,Pallmall Group,7,Sewing,31,Low,None,Good,1,Minor_Chronic,Advanced,Evening,Occasional,Low
Nazia Sultana,Pallmall Group,39,Packaging,46,Low,Light,Average,2,Healthy,Advanced,Evening,Rare,Low
Taslima Akter,Pallmall Group,24,Sewing,55,High,Light,Poor,1,Serious_Chronic,Basic,Night,Occasional,High
Fariha Khan,Pallmall Group,8,Dyeing,48,Medium,Light,Average,1,Healthy,None,Evening,Rare,High
Shahidul Islam,Pallmall Group,1,Packaging,41,Low,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,14,Sewing,60,Low,Heavy,Poor,0,Healthy,Advanced,Day,Occasional,High
Nazia Sultana,Pallmall Group,2,Sewing,37,None,None,Average,0,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,35,Cutting,46,Low,Light,Average,2,Healthy,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,3,Sewing,57,None,Light,Poor,0,Minor_Chronic,Basic,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,13,Sewing,49,None,Light,Good,2,Healthy,Basic,Evening,Rare,Medium
Fariha Khan,Pallmall Group,40,Sewing,30,Medium,Light,Average,1,Healthy,Basic,Day,Rare,Medium
Mariam Noor,Pallmall Group,40,Sewing,64,Low,Heavy,Poor,0,Healthy,Basic,Evening,Rare,High
Taslima Akter,Pallmall Group,24,Ironing,68,High,Light,Poor,3,Minor_Chronic,Advanced,Day,Occasional,High
Mushfiqur Rahman,Pallmall Group,9,Packaging,45,None,None,Poor,1,Healthy,Advanced,Night,Rare,Medium
Taslima Akter,Pallmall Group,20,Dyeing,38,None,Light,Average,1,Minor_Chronic,Basic,Evening,Occasional,Low
Abdul Latif,Pallmall Group,35,Sewing,29,None,Light,Poor,0,Healthy,Basic,Night,Frequent,Low
Shahidul Islam,Pallmall Group,11,Sewing,39,None,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Rasel Hossain,Pallmall Group,26,Machine_Maintenance,33,None,Light,Poor,3,Healthy,Advanced,Day,Rare,High
Nazia Sultana,Pallmall Group,39,Ironing,67,None,None,Average,1,Minor_Chronic,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,1,Packaging,56,None,Light,Average,1,Minor_Chronic,Basic,Day,Rare,Medium
Rasel Hossain,Pallmall Group,12,Cutting,57,None,Light,Average,1,Healthy,Advanced,Day,Rare,Medium
Mariam Noor,Pallmall Group,31,Dyeing,29,None,Light,Average,2,Healthy,Advanced,Day,Occasional,Medium
Rahim Ahmed,Pallmall Group,30,Ironing,36,Low,Light,Good,0,Healthy,None,Day,Rare,Low
Taslima Akter,Pallmall Group,15,Cutting,29,None,Light,Average,1,Healthy,Basic,Night,Occasional,Medium
Shamina Begum,Pallmall Group,31,Ironing,56,Low,Light,Average,0,Healthy,Basic,Day,Rare,Low
Rasel Hossain,Pallmall Group,31,Ironing,60,Medium,Heavy,Average,1,Minor_Chronic,Advanced,Night,Rare,High
Taslima Akter,Pallmall Group,33,Sewing,37,None,Light,Good,0,Minor_Chronic,None,Day,Rare,Low
Abdul Latif,Pallmall Group,10,Cutting,61,High,Light,Poor,0,Healthy,Basic,Day,Rare,High
Mushfiqur Rahman,Pallmall Group,9,Packaging,35,Low,Light,Average,1,Serious_Chronic,Basic,Day,Rare,Medium
Fariha Khan,Pallmall Group,14,Machine_Maintenance,64,Low,Heavy,Average,0,Minor_Chronic,None,Night,Occasional,High
Mariam Noor,Pallmall Group,16,Cutting,60,None,Heavy,Average,2,Healthy,Basic,Evening,Occasional,Medium
Mariam Noor,Pallmall Group,39,Cutting,33,Medium,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Rasel Hossain,Pallmall Group,17,Sewing,67,Medium,None,Average,2,Minor_Chronic,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,8,Packaging,46,None,Heavy,Poor,0,Healthy,Basic,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,24,Cutting,59,None,Light,Good,0,Healthy,Basic,Day,Rare,Low
Fariha Khan,Pallmall Group,39,Supervisor,54,None,Light,Poor,0,Minor_Chronic,Basic,Day,Frequent,Low
Rasel Hossain,Pallmall Group,13,Cutting,28,Low,Heavy,Poor,1,Healthy,Basic,Night,Frequent,High
Shamina Begum,Pallmall Group,24,Cutting,60,None,Light,Average,0,Minor_Chronic,None,Night,Frequent,Medium
Fariha Khan,Pallmall Group,21,Dyeing,67,Low,None,Good,0,Healthy,Basic,Day,Rare,Medium
Mushfiqur Rahman,Pallmall Group,29,Packaging,59,None,Heavy,Average,0,Healthy,Advanced,Evening,Frequent,Medium
Nazia Sultana,Pallmall Group,19,Ironing,32,Medium,Light,Good,0,Healthy,Basic,Evening,Occasional,Low
Abdul Latif,Pallmall Group,20,Cutting,44,None,Light,Poor,0,Healthy,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,31,Supervisor,35,None,Light,Average,1,Healthy,Basic,Day,Frequent,Low
Shamina Begum,Pallmall Group,20,Sewing,61,Low,Light,Average,1,Healthy,None,Day,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,34,Machine_Maintenance,36,None,Light,Good,0,Minor_Chronic,Advanced,Evening,Occasional,Low
Nazia Sultana,Pallmall Group,31,Sewing,50,None,Light,Average,0,Healthy,None,Day,Frequent,Low
Abdul Latif,Pallmall Group,29,Packaging,62,None,Light,Poor,0,Healthy,Advanced,Night,Occasional,Medium
Mariam Noor,Pallmall Group,38,Dyeing,34,Low,Heavy,Average,0,Healthy,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,11,Cutting,42,Medium,Light,Average,1,Healthy,Basic,Day,Rare,Medium
Abdul Latif,Pallmall Group,40,Machine_Maintenance,47,Medium,Heavy,Average,0,Healthy,None,Day,Frequent,High
Fariha Khan,Pallmall Group,17,Sewing,52,None,Heavy,Good,1,Healthy,Advanced,Evening,Occasional,Low
Mushfiqur Rahman,Pallmall Group,20,Sewing,30,None,Light,Poor,1,Minor_Chronic,Advanced,Evening,Frequent,Low
Mushfiqur Rahman,Pallmall Group,12,Ironing,51,Low,Light,Poor,0,Healthy,None,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,20,Cutting,61,Low,Heavy,Poor,2,Minor_Chronic,Basic,Day,Occasional,High
Mariam Noor,Pallmall Group,7,Dyeing,49,None,Light,Average,0,Healthy,None,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,39,Sewing,38,None,None,Poor,0,Healthy,Advanced,Day,Occasional,Low
Mariam Noor,Pallmall Group,6,Sewing,35,None,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,22,Sewing,66,Medium,Heavy,Poor,1,Minor_Chronic,Basic,Evening,Rare,High
Rahim Ahmed,Pallmall Group,31,Sewing,62,None,None,Good,1,Healthy,None,Day,Occasional,Medium
Shamina Begum,Pallmall Group,10,Ironing,65,Medium,None,Poor,1,Healthy,Basic,Day,Occasional,High
Abdul Latif,Pallmall Group,21,Packaging,35,None,Light,Poor,1,Healthy,Basic,Day,Rare,Low
Mariam Noor,Pallmall Group,21,Machine_Maintenance,64,None,Heavy,Average,1,Minor_Chronic,Basic,Day,Rare,High
Shahidul Islam,Pallmall Group,24,Packaging,54,None,Light,Average,0,Minor_Chronic,Advanced,Evening,Rare,Low
Rasel Hossain,Pallmall Group,21,Sewing,55,None,Light,Average,1,Healthy,None,Night,Rare,Low
Shahidul Islam,Pallmall Group,27,Cutting,67,None,None,Good,1,Healthy,Basic,Night,Frequent,Medium
Mariam Noor,Pallmall Group,28,Sewing,61,None,Light,Average,1,Minor_Chronic,Basic,Evening,Frequent,Low
Rasel Hossain,Pallmall Group,12,Sewing,59,None,None,Good,0,Minor_Chronic,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,17,Ironing,42,None,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Taslima Akter,Pallmall Group,1,Sewing,44,None,Light,Poor,1,Serious_Chronic,Advanced,Day,Occasional,High
Abdul Latif,Pallmall Group,28,Sewing,60,High,Heavy,Good,0,Healthy,Advanced,Evening,Occasional,High
Nazia Sultana,Pallmall Group,20,Machine_Maintenance,43,Low,Light,Good,0,Healthy,Advanced,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,14,Ironing,56,Low,Light,Good,4,Healthy,Advanced,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,26,Cutting,36,None,Heavy,Poor,0,Healthy,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,30,Sewing,60,None,Light,Average,0,Healthy,Basic,Night,Occasional,Low
Rasel Hossain,Pallmall Group,14,Sewing,56,None,Light,Poor,0,Healthy,None,Evening,Occasional,Low
Nazia Sultana,Pallmall Group,22,Packaging,40,Low,Heavy,Poor,0,Healthy,Basic,Evening,Frequent,Medium
Rahim Ahmed,Pallmall Group,23,Sewing,48,None,Light,Average,2,Healthy,None,Day,Occasional,Medium
Mariam Noor,Pallmall Group,12,Cutting,48,None,Light,Good,3,Healthy,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,21,Sewing,32,Medium,Light,Average,0,Healthy,Advanced,Day,Occasional,Low
Shahidul Islam,Pallmall Group,36,Ironing,37,None,None,Good,0,Minor_Chronic,Advanced,Day,Occasional,Low
Taslima Akter,Pallmall Group,32,Sewing,33,None,None,Poor,0,Healthy,Advanced,Evening,Rare,Low
Mariam Noor,Pallmall Group,2,Packaging,40,None,Light,Poor,0,Healthy,Basic,Night,Occasional,Low
Shamina Begum,Pallmall Group,18,Packaging,28,Low,Light,Average,1,Healthy,Advanced,Day,Rare,Low
Mariam Noor,Pallmall Group,22,Packaging,47,Medium,Light,Average,0,Minor_Chronic,None,Evening,Rare,Medium
Shamina Begum,Pallmall Group,28,Sewing,35,None,Light,Good,1,Healthy,Basic,Day,Rare,Low
Rahim Ahmed,Pallmall Group,29,Packaging,37,None,Heavy,Average,0,Healthy,Basic,Day,Rare,Low
Shahidul Islam,Pallmall Group,38,Ironing,36,Low,Heavy,Average,0,Minor_Chronic,Basic,Night,Rare,High
Mariam Noor,Pallmall Group,24,Cutting,68,None,Light,Average,1,Healthy,Advanced,Evening,Occasional,Low
Fariha Khan,Pallmall Group,36,Dyeing,30,Low,Heavy,Poor,1,Healthy,Basic,Day,Rare,High
Fariha Khan,Pallmall Group,7,Sewing,38,Low,Heavy,Good,0,Healthy,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,15,Sewing,39,None,Light,Average,0,Healthy,None,Day,Occasional,Low
Mariam Noor,Pallmall Group,7,Packaging,37,None,None,Average,2,Healthy,Advanced,Day,Rare,Low
Taslima Akter,Pallmall Group,0,Sewing,52,Low,None,Good,0,Serious_Chronic,Basic,Day,Frequent,Medium
Shamina Begum,Pallmall Group,4,Dyeing,52,None,Heavy,Average,0,Healthy,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,2,Cutting,38,None,Heavy,Good,1,Minor_Chronic,Basic,Evening,Frequent,Medium
Rasel Hossain,Pallmall Group,0,Packaging,63,Medium,Light,Poor,0,Healthy,Basic,Day,Occasional,High
Shamina Begum,Pallmall Group,3,Supervisor,66,None,None,Poor,0,Healthy,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,39,Machine_Maintenance,53,None,Light,Good,0,Healthy,Basic,Evening,Frequent,Low
Rahim Ahmed,Pallmall Group,34,Sewing,41,None,Heavy,Good,1,Healthy,Basic,Night,Rare,Medium
Mushfiqur Rahman,Pallmall Group,31,Sewing,66,Low,Heavy,Average,0,Healthy,Advanced,Night,Occasional,Medium
Abdul Latif,Pallmall Group,33,Ironing,67,None,None,Average,0,Minor_Chronic,Advanced,Night,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,24,Sewing,28,High,Light,Good,0,Healthy,None,Day,Frequent,Medium
Nazia Sultana,Pallmall Group,9,Sewing,31,Low,None,Poor,0,Healthy,None,Day,Rare,High
Fariha Khan,Pallmall Group,20,Ironing,57,None,Light,Poor,1,Healthy,Basic,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,38,Ironing,39,None,Light,Average,0,Healthy,Advanced,Night,Rare,Low
Fariha Khan,Pallmall Group,26,Supervisor,62,None,None,Poor,0,Minor_Chronic,Basic,Evening,Frequent,Medium
Shahidul Islam,Pallmall Group,26,Sewing,40,Low,Heavy,Poor,1,Healthy,Basic,Day,Occasional,High
Rahim Ahmed,Pallmall Group,1,Sewing,58,Medium,None,Good,1,Healthy,Advanced,Day,Frequent,High
Rahim Ahmed,Pallmall Group,40,Sewing,65,Low,Heavy,Poor,2,Healthy,Basic,Night,Frequent,High
Mariam Noor,Pallmall Group,12,Machine_Maintenance,50,None,Light,Good,0,Healthy,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,8,Packaging,31,Low,Light,Average,3,Healthy,Advanced,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,35,Packaging,43,None,Heavy,Average,0,Healthy,Basic,Night,Occasional,Low
Rahim Ahmed,Pallmall Group,21,Machine_Maintenance,34,Medium,Light,Average,0,Minor_Chronic,Basic,Evening,Occasional,Low
Shamina Begum,Pallmall Group,25,Ironing,49,Low,Light,Average,2,Minor_Chronic,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,11,Ironing,56,None,Light,Poor,0,Minor_Chronic,Basic,Day,Rare,Medium
Taslima Akter,Pallmall Group,16,Cutting,38,None,None,Poor,0,Minor_Chronic,Basic,Day,Occasional,Low
Shamina Begum,Pallmall Group,13,Dyeing,60,Medium,Light,Average,0,Healthy,Basic,Evening,Frequent,Medium
Shamina Begum,Pallmall Group,13,Ironing,56,Medium,Heavy,Poor,0,Healthy,Basic,Day,Rare,High
Rasel Hossain,Pallmall Group,33,Ironing,66,None,Heavy,Poor,1,Minor_Chronic,Advanced,Day,Occasional,High
Rasel Hossain,Pallmall Group,19,Machine_Maintenance,39,None,Heavy,Good,2,Minor_Chronic,Basic,Day,Rare,High
Taslima Akter,Pallmall Group,10,Supervisor,34,Low,Light,Good,1,Healthy,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,15,Packaging,66,None,Light,Average,1,Healthy,Basic,Night,Rare,Medium
Rahim Ahmed,Pallmall Group,30,Packaging,53,None,Heavy,Poor,1,Healthy,Advanced,Night,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,5,Packaging,67,None,Light,Average,1,Healthy,Basic,Day,Rare,Medium
Shahidul Islam,Pallmall Group,18,Sewing,36,None,None,Good,0,Healthy,Basic,Night,Occasional,Low
Abdul Latif,Pallmall Group,36,Sewing,68,Low,Light,Poor,0,Minor_Chronic,Basic,Evening,Occasional,Medium
Rasel Hossain,Pallmall Group,3,Packaging,61,High,Heavy,Poor,1,Healthy,Basic,Evening,Occasional,High
